0.06668,0.19935,0.53986
0.05338,0.04097,0.59580
0.06668,0.00600,0.06014
0.06668,0.00323,0.06014
0.06668,0.01161,0.05035
0.06668,0.01616,0.59580
0.06668,0.04522,0.29930
0.06668,0.00323,0.06014
0.06668,0.02269,0.03776
0.07333,0.00468,0.06014
0.07333,0.01010,0.07273
0.07665,0.00455,0.06014
0.07665,0.01161,0.02797
0.09993,0.00844,0.06014
0.09993,0.13560,0.04476
0.01350,0.00698,0.10350
0.01350,0.01161,0.05035
0.01350,0.00554,0.37063
0.02015,0.00363,0.06014
0.02015,0.00495,0.06014
0.03346,0.00561,0.06014
0.03346,0.03799,0.05035
0.03346,0.01280,0.03776
0.03678,0.00363,0.06014
0.04011,0.06633,0.30490
0.04343,0.02572,0.06014
0.04343,0.00323,0.06014
0.04343,0.00533,0.07273
0.04676,0.00627,0.06014
0.04676,0.00363,0.06014
0.04676,0.00197,0.18182
0.05673,0.00363,0.06014
0.05673,0.04393,0.11888
0.05673,0.01161,0.05035
0.05673,0.01280,0.03776
0.05673,0.00170,0.18182
0.05673,0.00561,0.06014
0.05673,0.06438,0.02797
0.05673,0.01161,0.02797
0.07000,0.05587,0.16923
0.07333,0.01161,0.51748
0.08996,0.59731,0.13427
0.08996,0.07412,0.16923
0.00020,0.85588,0.16923
0.01350,0.32919,0.16923
0.01350,0.19629,0.27972
0.03678,0.66327,0.13427
0.03678,0.39137,0.13287
0.04676,0.00302,0.13287
0.04676,0.00369,0.50210
0.03661,0.00247,0.27552
0.05986,0.02332,0.01538
0.06319,0.03140,0.02797
0.06651,0.19604,0.02797
0.07981,0.04377,0.01538
0.08646,0.00290,0.22098
0.09312,0.06770,0.02797
0.09312,0.00501,0.02797
0.00003,0.03617,0.01538
0.00003,0.05118,0.05035
0.00336,0.00728,0.10350
0.00336,0.02744,0.02797
0.01334,0.13804,0.02797
0.02331,0.05118,0.05035
0.02331,0.08414,0.02797
0.02331,0.07439,0.01538
0.02331,0.03799,0.02797
0.02331,0.00501,0.02797
0.02996,0.02200,0.01538
0.03329,0.06629,0.01538
0.03329,0.09019,0.02797
0.03329,0.12902,0.02797
0.03661,0.05118,0.20559
0.03661,0.00000,0.91888
0.04659,0.05118,0.05035
0.06984,0.01161,0.50070
0.07981,0.11055,0.43916
0.07981,0.79782,0.13427
0.00336,0.00960,0.27413
0.00668,0.10902,0.36503
0.01001,0.96951,0.16923
0.02664,0.08073,0.19441
0.02996,0.08675,0.16923
0.03329,0.03046,0.09650
0.03329,0.08284,0.57203
0.03329,0.04609,0.27413
0.00682,0.97461,0.48811
0.04340,0.00136,0.27552
0.09990,0.52609,0.70490
0.00017,0.01227,0.26294
0.00349,0.00373,0.05315
0.00349,0.00278,0.42378
0.00349,0.07364,0.24196
0.00349,0.52609,0.99860
0.00349,0.13033,0.99860
0.00682,0.00831,0.31888
0.00682,0.00139,0.26294
0.01014,0.00435,0.26294
0.04340,0.01161,0.05035
0.04340,0.02480,0.05035
0.04340,0.00805,0.06014
0.04672,0.04266,0.11888
0.09990,0.39943,0.13427
0.01014,0.05118,0.16923
0.02012,0.06799,0.16923
0.02677,0.01820,0.13287
0.03342,0.01820,0.20979
0.04340,0.35438,0.13287
0.04340,0.05389,0.27413
0.04340,0.65800,0.46014
0.01659,0.06438,0.44336
0.05979,0.03299,0.01538
0.06977,0.01777,0.01399
0.06977,0.03273,0.01538
0.07310,0.06085,0.01538
0.07975,0.02611,0.01538
0.08307,0.01642,0.01538
0.09305,0.02480,0.05035
0.09305,0.10666,0.01538
0.09638,0.02083,0.01399
0.00329,0.00698,0.26434
0.01327,0.03241,0.01538
0.01327,0.01269,0.01399
0.01327,0.02480,0.05035
0.01992,0.03005,0.01538
0.02325,0.03268,0.14545
0.02657,0.01555,0.01399
0.03655,0.03799,0.05035
0.03655,0.03870,0.01538
0.03655,0.06395,0.20979
0.03987,0.01843,0.01538
0.04652,0.00170,0.39441
0.09970,0.04827,0.09650
0.01992,0.13114,0.13287
0.01992,0.07333,0.19441
0.03655,0.95915,0.16923
0.03655,0.64084,0.13427
0.03655,0.09621,0.16923
0.04982,0.00806,0.27552
0.05683,0.02480,0.05035
0.05683,0.01088,0.03776
0.05683,0.02809,0.19720
0.05683,0.00481,0.07273
0.06016,0.01913,0.12727
0.06016,0.00699,0.32587
0.06349,0.00629,0.07273
0.06681,0.01425,0.19301
0.06681,0.01444,0.03776
0.06681,0.00474,0.22238
0.08344,0.03799,0.05035
0.08344,0.02026,0.12727
0.08344,0.00706,0.07273
0.08344,0.00171,0.23077
0.08344,0.01253,0.02797
0.08344,0.01530,0.01399
0.08344,0.01393,0.44056
0.08344,0.00706,0.07273
0.08344,0.00426,0.23077
0.08676,0.01828,0.12727
0.08676,0.01204,0.06573
0.08676,0.00578,0.07273
0.09009,0.03025,0.12867
0.09342,0.13561,0.02797
0.09342,0.00106,0.23077
0.00326,0.03799,0.05035
0.00326,0.09559,0.19720
0.00326,0.00474,0.22238
0.00326,0.00698,0.26434
0.00991,0.00073,0.23077
0.01324,0.03447,0.44615
0.02321,0.03570,0.06573
0.02321,0.01103,0.12727
0.02321,0.06960,0.45175
0.02654,0.03961,0.12867
0.03319,0.00987,0.07273
0.03651,0.01224,0.18182
0.03651,0.00315,0.23077
0.04982,0.03799,0.05035
0.04982,0.02770,0.24895
0.04982,0.08218,0.20979
0.04982,0.01313,0.02797
0.04982,0.00836,0.02797
0.06349,0.64084,0.13427
0.06349,0.00237,0.61958
0.08676,0.53928,0.41119
0.09342,0.13561,0.10490
0.00326,0.96141,0.16923
0.02321,0.17181,0.45594
0.02654,0.05225,0.19441
0.03651,0.64084,0.13427
0.04982,0.48288,0.16923
0.04982,0.00806,0.27413
0.05314,0.21927,0.16923
0.03006,0.13033,0.34266
0.03006,0.11714,0.72448
0.04004,0.00801,0.12727
0.04337,0.00185,0.00000
0.05334,0.00472,0.12727
0.02009,0.13033,0.19441
0.03671,0.13033,0.39580
0.00343,0.07757,0.44336
0.05328,0.08747,0.72168
0.05660,0.00317,0.00000
0.05660,0.01488,0.48811
0.06990,0.01661,0.78741
0.06990,0.02343,0.50210
0.06990,0.01574,0.76364
0.07323,0.00053,0.26434
0.07655,0.00139,0.59161
0.07655,0.00185,0.00000
0.07988,0.01160,0.06573
0.08321,0.00673,0.71608
0.09651,0.00369,0.51888
0.09651,0.08283,0.04476
0.01340,0.01415,0.09091
0.01673,0.02480,0.90629
0.02005,0.00974,0.58741
0.02338,0.00119,0.00000
0.02338,0.00119,0.00000
0.02338,0.00053,0.26434
0.03668,0.01198,0.51888
0.04001,0.02876,0.53287
0.04333,0.00239,0.12727
0.02005,0.10609,0.19441
0.05328,0.00567,0.26713
0.05328,0.03109,0.01538
0.05328,0.00896,0.07273
0.06325,0.00929,0.09091
0.06325,0.05118,0.05035
0.06325,0.00737,0.09091
0.06325,0.02203,0.01538
0.06325,0.08035,0.01538
0.06325,0.00495,0.07273
0.06325,0.08035,0.01538
0.06325,0.01189,0.06573
0.06325,0.00923,0.07273
0.06658,0.04911,0.33147
0.06658,0.00270,0.11888
0.06658,0.01559,0.01538
0.06990,0.04122,0.01538
0.06990,0.00487,0.13846
0.06990,0.00776,0.13846
0.06990,0.00745,0.07273
0.07323,0.01313,0.03776
0.08986,0.01146,0.09091
0.08986,0.05118,0.05035
0.08986,0.01346,0.56643
0.08986,0.01252,0.09091
0.08986,0.02479,0.33147
0.08986,0.00144,0.33147
0.08986,0.01243,0.26713
0.08986,0.01496,0.01538
0.09318,0.08035,0.01538
0.09318,0.01567,0.18182
0.09318,0.00759,0.07273
0.09983,0.07306,0.01538
0.00675,0.01194,0.11888
0.00675,0.01149,0.09091
0.00675,0.05118,0.05035
0.00675,0.00827,0.09091
0.00675,0.01744,0.01538
0.00675,0.03429,0.01538
0.00675,0.00867,0.10350
0.00675,0.06286,0.09091
0.00675,0.03646,0.09091
0.00675,0.04153,0.01538
0.01008,0.01542,0.09091
0.01008,0.03173,0.06573
0.01340,0.01264,0.09091
0.01673,0.10747,0.11189
